crop_type,season,temperature,humidity,rainfall,soil_moisture,soil_ph,light_intensity,disease_label
Potato,summer,33.12,63.28,50.0,74.39,5.71,68,Healthy
Potato,summer,26.19,69.53,0.0,47.49,6.21,89,Healthy
Potato,summer,31.79,66.66,0.0,47.48,5.5,36152,Healthy
Potato,summer,32.35,73.69,26.62,47.92,5.62,60,Healthy
Tomato,summer,30.99,71.89,0.0,49.26,6.35,26860,Healthy
Tomato,summer,26.11,71.26,3.79,39.59,6.78,31008,Early Blight
Tomato,summer,32.84,69.5,4.19,36.4,6.39,97,Healthy
Tomato,summer,30.17,78.19,0.0,44.8,5.94,24911,Healthy
Tomato,summer,29.73,65.26,0.0,28.18,6.12,7201,Fusarium Wilt
Tomato,summer,33.31,67.94,50.0,75.56,7.05,0,Healthy
Tomato,summer,29.91,75.35,0.0,45.81,5.93,17500,Healthy
Tomato,summer,32.98,59.5,0.0,40.47,6.98,37924,Healthy
Potato,summer,31.84,71.13,8.33,48.23,6.43,21176,Healthy
Potato,summer,32.27,60.17,0.0,37.58,5.55,54,Healthy
Potato,summer,33.77,79.19,6.1,42.9,5.5,82,Healthy
Potato,summer,35.64,70.19,0.0,29.03,5.81,0,Verticillium Wilt
Potato,summer,32.35,78.7,0.0,21.17,5.73,33406,Verticillium Wilt
Tomato,summer,34.2,81.33,0.0,37.25,6.69,11350,Healthy
Tomato,summer,31.18,63.06,0.0,44.3,6.49,22313,Healthy
Tomato,summer,33.52,76.02,0.0,49.5,6.13,64,Healthy
Potato,summer,35.48,62.47,0.0,32.74,5.81,26,Verticillium Wilt
Potato,summer,32.42,63.77,0.0,34.49,6.02,41,Verticillium Wilt
Potato,summer,33.89,76.97,0.0,50.16,6.28,62,Healthy
Potato,summer,33.71,72.03,0.0,17.6,5.6,29264,Verticillium Wilt
Potato,summer,33.23,73.16,0.0,53.42,5.72,6298,Healthy
Potato,summer,29.52,71.07,0.0,50.97,6.08,83,Healthy
Potato,summer,25.18,75.12,0.0,60.48,6.62,65,Healthy
Potato,summer,30.28,78.53,0.0,42.47,5.83,45,Healthy
Potato,summer,28.5,68.75,0.0,48.45,6.35,70,Healthy
Potato,summer,29.72,62.13,0.0,48.5,5.67,22798,Healthy
Tomato,summer,29.9,68.83,0.0,50.92,6.96,56,Healthy
Tomato,summer,29.12,62.63,0.0,40.47,6.42,12,Healthy
Potato,summer,34.07,65.47,29.54,55.05,5.87,59,Healthy
Tomato,summer,30.16,69.09,43.99,87.28,6.56,49,Healthy
Tomato,summer,29.44,60.95,0.0,57.98,7.14,3721,Healthy
Potato,summer,30.22,61.92,0.96,36.13,5.98,9,Healthy
Potato,summer,32.88,65.96,0.0,46.69,6.17,14526,Healthy
Potato,summer,27.94,69.12,20.66,47.47,5.97,37748,Healthy
Potato,summer,30.67,76.53,0.0,48.73,6.33,67,Healthy
Potato,summer,33.57,79.52,0.0,50.55,6.2,50,Healthy
Tomato,summer,36.02,70.83,0.0,23.7,6.36,5936,Fusarium Wilt
Tomato,summer,33.44,72.09,1.29,43.35,5.73,11170,Anthracnose
Potato,summer,23.91,80.57,0.0,44.48,5.58,88,Healthy
Tomato,summer,25.48,52.72,1.83,57.68,6.31,24944,Healthy
Potato,summer,30.9,71.21,5.08,47.13,6.41,41,Healthy
Potato,summer,34.6,77.04,41.1,64.66,5.64,34,Healthy
Tomato,summer,29.74,66.05,0.0,38.86,6.61,97,Healthy
Potato,summer,30.2,72.3,16.05,60.53,5.79,19,Healthy
Tomato,summer,36.76,77.17,0.0,18.68,6.44,4,Fusarium Wilt
Tomato,summer,34.17,83.36,0.0,34.21,6.86,37,Fusarium Wilt
Potato,summer,33.11,76.04,0.0,16.24,5.5,82,Verticillium Wilt
Potato,summer,31.62,72.23,0.0,26.84,6.15,0,Verticillium Wilt
Tomato,summer,30.36,59.58,0.0,46.14,5.75,29502,Healthy
Tomato,summer,28.72,66.39,0.0,44.22,6.72,43971,Healthy
Potato,summer,29.66,68.68,0.0,41.87,5.5,42118,Healthy
Tomato,summer,28.01,68.82,0.0,24.34,6.33,21,Fusarium Wilt
Tomato,summer,29.96,69.46,0.0,46.95,6.66,31815,Healthy
Potato,summer,34.85,65.49,42.19,77.99,6.54,13874,Healthy
Potato,summer,30.78,63.56,11.7,48.38,5.5,11,Healthy
Tomato,summer,31.59,67.55,50.0,76.5,6.44,95,Healthy
Potato,summer,32.25,74.66,0.0,50.68,5.5,45297,Healthy
Tomato,summer,31.6,64.03,12.72,69.27,6.48,15484,Healthy
Potato,summer,35.29,62.71,0.0,36.78,5.88,0,Common Scab
Tomato,summer,29.74,68.1,0.0,43.86,6.28,32,Healthy
Tomato,summer,34.01,70.36,0.0,33.62,6.21,6,Fusarium Wilt
Tomato,summer,32.93,71.97,0.0,41.77,6.25,32789,Healthy
Potato,summer,32.17,65.24,0.0,25.58,5.85,7824,Verticillium Wilt
Potato,summer,33.31,64.6,0.0,49.73,5.5,35406,Healthy
Tomato,summer,26.8,77.74,0.0,48.77,6.36,20,Healthy
Tomato,summer,29.72,77.46,0.0,36.2,6.33,11300,Healthy
Potato,summer,30.61,65.97,0.0,51.15,6.3,26,Healthy
Tomato,summer,33.75,69.6,25.02,80.71,6.59,23846,Healthy
Potato,summer,28.68,69.53,0.0,50.05,5.86,28561,Healthy
Potato,summer,33.66,61.48,0.0,24.82,5.65,55,Verticillium Wilt
Tomato,summer,30.0,71.4,0.0,34.41,6.81,97,Fusarium Wilt
Potato,summer,31.12,72.2,31.38,64.6,5.56,99,Healthy
Potato,summer,31.82,60.82,0.0,40.26,5.57,84,Healthy
Potato,summer,30.39,67.32,0.0,37.03,5.5,46781,Healthy
Potato,summer,31.97,66.22,0.0,38.84,5.8,11170,Healthy
Potato,summer,27.4,69.51,2.14,40.82,6.17,74,Healthy
Potato,summer,31.89,64.66,5.25,49.86,5.5,0,Healthy
Tomato,summer,27.34,77.37,0.0,54.39,7.53,23018,Healthy
Tomato,summer,31.91,70.94,0.0,54.52,6.22,34749,Healthy
Tomato,summer,32.72,80.43,0.0,33.19,6.89,2277,Fusarium Wilt
Potato,summer,30.77,76.99,0.0,59.38,5.67,73,Healthy
Potato,summer,31.04,52.75,0.0,42.89,5.52,22,Healthy
Potato,summer,29.62,73.78,0.0,52.83,5.87,40,Healthy
Tomato,summer,34.81,76.42,0.0,27.32,6.71,41,Fusarium Wilt
Tomato,summer,33.94,72.57,0.0,34.07,6.51,0,Fusarium Wilt
Potato,summer,31.37,66.14,0.0,51.02,6.39,16403,Healthy
Tomato,summer,30.55,71.22,0.0,39.25,6.21,28260,Healthy
Potato,summer,33.13,75.29,11.09,48.69,5.74,80,Healthy
Potato,summer,31.03,66.52,0.0,44.91,6.17,25460,Healthy
Tomato,summer,30.75,78.2,0.0,52.39,6.65,27815,Healthy
Potato,summer,29.65,76.3,0.0,46.12,6.5,54,Healthy
Tomato,summer,32.07,83.08,0.0,34.76,6.66,94,Fusarium Wilt
Tomato,summer,31.37,68.2,42.27,62.96,6.82,15693,Healthy
Potato,summer,26.81,65.46,0.0,59.44,6.07,70,Healthy
Tomato,summer,31.06,74.46,7.92,46.01,6.39,8,Anthracnose
Potato,summer,29.48,74.83,6.34,43.3,5.74,58,Healthy
Tomato,summer,35.98,60.01,8.05,54.29,6.62,34571,Anthracnose
Potato,summer,33.04,56.41,3.58,40.26,5.7,17,Healthy
Potato,summer,31.99,56.52,25.3,55.17,6.42,25140,Healthy
Potato,summer,28.14,69.52,0.0,38.44,6.07,33359,Healthy
Tomato,summer,29.77,63.56,4.19,53.49,6.09,96,Healthy
Potato,summer,27.78,54.66,30.28,67.13,6.1,0,Healthy
Potato,summer,31.83,62.49,0.0,35.54,6.12,32082,Healthy
Tomato,summer,29.35,71.08,0.0,57.98,6.71,39861,Healthy
Tomato,summer,29.49,65.6,7.49,49.2,6.2,26405,Healthy
Potato,summer,34.56,65.43,50.0,64.18,5.53,0,Healthy
Potato,summer,30.07,70.84,7.88,63.36,5.92,67,Healthy
Potato,summer,29.71,68.01,3.51,48.85,6.45,32710,Healthy
Potato,summer,30.28,73.45,9.1,31.68,5.97,45408,Early Blight
Tomato,summer,31.39,68.56,0.0,49.53,6.56,54,Healthy
Tomato,summer,34.08,69.18,0.0,42.89,6.42,1,Healthy
Potato,summer,31.96,57.58,0.0,52.3,5.98,16,Healthy
Potato,summer,34.89,64.27,0.0,45.55,6.09,36783,Healthy
Tomato,summer,32.94,78.83,0.0,27.33,6.62,2,Fusarium Wilt
Potato,summer,27.85,75.85,0.0,46.4,6.24,12,Healthy
Potato,summer,33.67,54.47,39.19,52.76,5.73,17557,Healthy
Tomato,summer,30.86,60.36,0.0,35.2,6.29,0,Healthy
Tomato,summer,30.47,59.43,5.54,45.66,6.69,37817,Healthy
Potato,summer,36.19,67.52,0.0,39.2,5.54,56,Common Scab
Potato,summer,28.01,69.1,0.0,39.52,6.23,2,Healthy
Tomato,summer,34.03,75.66,0.0,53.48,7.1,35510,Healthy
Tomato,summer,32.14,80.36,0.0,46.07,6.98,45239,Healthy
Potato,summer,31.27,61.0,0.0,25.68,6.02,2283,Verticillium Wilt
Potato,summer,29.97,78.18,2.25,53.76,6.01,38038,Healthy
Potato,summer,31.48,63.21,0.0,37.86,6.04,34990,Healthy
Tomato,summer,32.5,67.18,0.0,40.84,7.4,68,Healthy
Tomato,summer,34.63,61.51,0.0,41.29,6.42,26092,Healthy
Potato,summer,32.91,63.29,2.42,44.46,5.73,31596,Healthy
Potato,summer,32.79,75.97,0.0,39.74,6.29,0,Healthy
Potato,summer,33.39,65.95,0.0,46.0,5.5,47,Healthy
Tomato,summer,32.08,69.2,0.48,30.09,6.53,36920,Anthracnose
Potato,summer,31.26,61.16,33.81,70.78,5.62,0,Healthy
Potato,summer,28.94,77.56,6.18,43.88,6.07,20633,Healthy
Potato,summer,35.02,73.04,0.0,39.83,6.1,45214,Common Scab
Potato,summer,30.06,75.7,1.64,40.19,6.28,20036,Healthy
Tomato,summer,37.92,70.5,0.0,31.6,6.84,14,Fusarium Wilt
Tomato,summer,29.97,68.71,0.0,45.09,6.84,13801,Healthy
Potato,summer,30.14,64.28,0.0,30.61,5.8,63,Verticillium Wilt
Potato,summer,34.03,59.54,21.99,64.31,5.78,94,Healthy
Tomato,summer,34.21,73.49,0.0,45.55,6.47,32,Healthy
Tomato,summer,27.51,60.4,31.94,59.6,6.24,0,Healthy
Potato,summer,31.09,70.43,0.0,45.12,5.7,38862,Healthy
Potato,summer,31.49,77.31,0.0,58.28,5.5,7691,Healthy
Potato,summer,34.64,74.18,0.0,11.76,5.66,25,Verticillium Wilt
Tomato,summer,29.21,75.21,0.0,28.96,6.92,23,Fusarium Wilt
Tomato,summer,23.9,77.74,0.0,51.42,6.29,30,Verticillium Wilt
Tomato,summer,27.27,63.66,0.0,39.92,6.45,28537,Healthy
Potato,summer,35.01,59.17,0.0,19.93,5.63,38,Verticillium Wilt
Tomato,summer,28.9,72.75,0.0,32.62,6.68,80,Fusarium Wilt
Potato,summer,32.37,65.46,0.0,42.1,5.53,18113,Healthy
Tomato,summer,31.9,70.88,0.0,40.33,7.02,33570,Healthy
Tomato,summer,33.21,69.69,0.0,45.1,6.84,71,Healthy
Potato,summer,33.93,65.98,0.0,34.85,5.5,7,Verticillium Wilt
Potato,summer,28.81,62.01,17.72,57.21,6.36,23969,Healthy
Potato,summer,31.26,74.55,29.06,54.99,5.73,6104,Healthy
Tomato,summer,31.9,67.17,0.0,31.11,6.16,47,Fusarium Wilt
Tomato,summer,27.04,72.62,0.0,42.97,6.43,1820,Healthy
Tomato,summer,33.0,69.09,0.0,39.78,6.12,2693,Healthy
Potato,summer,29.69,78.8,0.0,49.11,6.39,70,Healthy
Potato,summer,29.76,62.89,0.12,49.09,6.24,7029,Healthy
Tomato,summer,34.45,76.03,0.0,28.93,6.58,26,Fusarium Wilt
Potato,summer,31.55,73.2,0.0,49.9,6.14,46603,Healthy
Potato,summer,30.96,67.07,0.0,48.21,5.67,38,Healthy
Potato,summer,34.89,68.42,11.53,48.47,5.51,0,Healthy
Potato,summer,27.12,65.37,0.0,47.84,5.69,34666,Healthy
Tomato,summer,33.87,67.52,0.0,44.53,6.61,30501,Healthy
Potato,summer,32.95,69.88,0.0,36.81,5.83,32389,Healthy
Tomato,summer,30.49,64.05,0.0,40.91,6.62,41243,Healthy
Potato,summer,30.8,82.41,0.0,45.85,5.58,3,Healthy
Tomato,summer,32.11,73.32,6.24,28.61,6.18,38525,Anthracnose
Tomato,summer,31.99,63.06,0.44,39.04,6.03,24060,Healthy
Tomato,summer,29.07,57.94,0.0,52.05,5.85,0,Healthy
Potato,summer,32.13,79.4,0.0,38.29,5.98,2474,Healthy
Tomato,summer,32.93,63.05,0.0,52.73,6.44,95,Healthy
Potato,summer,26.05,64.74,0.0,48.94,5.56,33,Healthy
Potato,summer,30.79,73.62,0.0,51.17,6.37,3980,Healthy
Potato,summer,31.06,63.26,0.0,39.32,6.09,28868,Healthy
Potato,summer,33.26,78.12,0.0,39.4,6.21,9105,Healthy
Potato,summer,33.59,74.36,0.0,20.75,5.5,8717,Verticillium Wilt
Tomato,summer,28.23,62.88,0.0,65.45,6.5,94,Healthy
Tomato,summer,30.79,66.52,9.79,48.26,6.45,29092,Healthy
Tomato,summer,27.69,80.36,0.0,39.48,7.22,26,Healthy
Potato,summer,28.91,73.33,0.0,35.57,6.36,14165,Healthy
Tomato,summer,36.55,66.22,0.0,18.92,6.01,25973,Fusarium Wilt
Potato,summer,33.76,81.07,14.33,48.63,5.82,55,Healthy
Tomato,summer,31.96,68.82,0.0,32.24,6.63,24,Fusarium Wilt
Potato,summer,33.24,70.19,0.0,48.52,5.83,97,Healthy
Potato,summer,32.77,68.8,2.53,30.23,6.18,2864,Common Scab
Potato,summer,34.05,59.36,0.0,32.92,5.5,0,Verticillium Wilt
Potato,summer,27.27,66.43,8.04,70.57,6.06,0,Healthy
Potato,summer,35.9,71.03,1.98,30.61,5.82,83,Early Blight
Potato,summer,30.16,79.11,0.0,46.92,5.5,85,Healthy
Tomato,summer,29.42,73.1,0.23,36.55,6.56,35464,Anthracnose
Tomato,summer,34.36,74.71,3.48,30.0,7.18,30701,Anthracnose
Potato,summer,28.63,80.51,42.87,67.64,5.5,97,Healthy
Potato,summer,30.5,68.48,0.0,56.54,5.5,86,Healthy
Tomato,summer,29.95,71.84,0.0,51.31,6.26,91,Healthy
Potato,summer,31.03,67.44,19.07,56.91,5.6,15532,Healthy
Tomato,summer,34.18,65.11,0.0,56.04,6.14,75,Healthy
Potato,summer,28.58,61.01,1.21,39.14,5.81,10,Healthy
Potato,summer,33.3,67.58,0.0,50.64,6.69,67,Healthy
Tomato,summer,29.52,54.28,0.0,52.5,6.64,39926,Healthy
Potato,summer,30.02,62.12,0.0,36.39,6.84,84,Healthy
Potato,summer,33.27,62.0,10.35,51.35,6.68,17,Healthy
Tomato,summer,33.77,76.44,0.0,33.56,6.28,0,Fusarium Wilt
Potato,summer,33.59,78.67,0.0,49.83,5.94,72,Healthy
Potato,summer,30.52,67.46,10.97,51.66,6.4,23732,Healthy
Tomato,summer,30.89,74.73,0.0,58.62,6.11,99,Healthy
Potato,summer,31.01,78.09,12.57,46.66,5.73,38670,Healthy
Potato,summer,30.43,77.44,0.0,61.84,6.21,27644,Healthy
Potato,summer,37.41,62.79,0.0,34.06,6.63,13445,Common Scab
Potato,summer,25.04,69.44,0.0,42.81,5.59,34689,Healthy
Tomato,summer,33.33,67.33,2.6,30.8,6.27,19641,Anthracnose
Tomato,summer,29.32,68.58,0.0,36.48,6.91,52,Healthy
Tomato,summer,35.11,69.5,0.0,23.2,6.61,98,Fusarium Wilt
Tomato,summer,31.16,66.47,9.06,41.84,6.41,24696,Healthy
Tomato,summer,31.55,63.73,0.0,35.3,6.63,33952,Healthy
Tomato,summer,28.71,70.08,0.0,40.52,6.49,40,Healthy
Tomato,summer,31.83,64.45,0.0,39.44,6.7,18,Healthy
Tomato,summer,28.68,56.52,0.0,46.59,6.04,45,Healthy
Tomato,summer,34.42,62.45,0.0,34.26,6.47,11,Fusarium Wilt
Tomato,summer,32.42,68.0,0.0,30.32,6.67,16272,Fusarium Wilt
Potato,summer,29.17,65.61,0.0,65.92,5.79,24420,Healthy
Tomato,summer,29.18,60.21,0.0,59.68,6.94,38432,Healthy
Tomato,summer,34.91,80.13,0.0,38.49,7.22,39551,Healthy
Potato,summer,37.99,59.15,0.0,31.8,6.74,4856,Common Scab
Potato,summer,24.24,79.03,0.0,40.16,6.41,30,Healthy
Tomato,summer,32.34,70.83,0.7,45.78,6.97,35210,Anthracnose
Potato,summer,29.54,70.85,0.0,42.76,5.81,0,Healthy
Tomato,summer,30.84,67.89,0.0,53.13,6.9,85,Healthy
Tomato,summer,34.14,72.39,0.0,39.54,6.3,17,Healthy
Potato,summer,31.33,75.09,8.81,59.41,5.76,11,Healthy
Potato,summer,34.12,58.83,0.0,17.69,5.93,95,Verticillium Wilt
Tomato,summer,31.49,51.62,12.0,56.62,6.3,83,Healthy
Potato,summer,28.8,76.47,24.25,69.2,5.5,0,Healthy
Potato,summer,32.55,74.75,0.0,35.84,5.5,34068,Healthy
Potato,summer,38.96,71.61,0.0,39.99,5.74,26719,Common Scab
Tomato,summer,34.04,61.74,0.0,41.16,6.37,25623,Healthy
Potato,summer,33.0,70.03,5.18,28.46,6.33,2478,Early Blight
Potato,summer,32.67,68.59,0.0,36.17,6.29,18,Healthy
Tomato,summer,34.29,71.64,0.0,37.65,6.31,83,Healthy
Tomato,summer,29.39,78.58,2.33,42.02,6.61,56,Anthracnose
Tomato,summer,34.69,57.59,11.51,53.95,6.28,5,Healthy
Potato,summer,32.73,88.65,0.0,36.81,5.85,21358,Healthy
Potato,summer,31.22,62.7,0.0,46.34,6.9,42875,Healthy
Tomato,summer,31.25,68.62,0.0,49.2,6.74,35905,Healthy
Potato,summer,29.65,71.99,3.72,52.69,5.84,27488,Healthy
Tomato,summer,30.64,57.83,4.59,49.51,7.4,803,Healthy
Potato,summer,30.32,65.9,0.0,44.27,6.01,1,Healthy
Tomato,summer,31.96,69.39,0.0,41.72,6.02,71,Healthy
Potato,summer,33.62,65.16,8.16,54.81,5.5,0,Healthy
Potato,summer,28.9,71.47,0.0,37.99,5.5,30,Healthy
Potato,summer,31.31,73.31,0.0,49.89,5.99,18046,Healthy
Tomato,summer,31.98,70.01,1.81,50.27,7.1,34936,Anthracnose
Potato,summer,30.86,66.87,10.36,56.14,5.68,29129,Healthy
Tomato,summer,29.27,63.5,0.0,37.46,6.24,34246,Healthy
Potato,summer,32.45,61.43,0.0,49.89,5.87,14768,Healthy
Tomato,summer,30.07,64.25,0.0,38.19,6.53,80,Healthy
Potato,summer,31.08,62.92,0.0,43.65,5.92,58,Healthy
Tomato,summer,32.98,66.66,0.0,35.19,6.46,47,Healthy
Potato,summer,25.13,81.37,2.07,64.79,6.1,30253,Healthy
Tomato,summer,32.8,66.42,21.6,78.77,5.77,9433,Healthy
Tomato,summer,34.59,64.72,0.0,19.48,6.54,26123,Fusarium Wilt
Potato,summer,29.38,74.85,0.0,32.14,5.5,11152,Verticillium Wilt
Tomato,summer,33.82,62.78,0.0,15.67,5.89,46,Fusarium Wilt
Tomato,summer,28.64,78.37,0.0,60.98,6.13,41,Healthy
Potato,summer,28.36,61.79,0.0,38.53,6.18,38,Healthy
Potato,summer,29.83,76.48,0.0,44.21,5.7,36297,Healthy
Potato,summer,35.41,58.57,0.0,38.9,5.96,47084,Common Scab
Tomato,summer,28.56,65.97,0.0,65.26,7.21,22833,Healthy
Tomato,summer,32.69,67.73,0.0,37.87,6.78,36491,Healthy
Potato,summer,29.88,74.26,7.31,44.87,5.5,38458,Healthy
Potato,summer,32.44,64.69,0.0,31.43,5.54,53,Verticillium Wilt
Potato,summer,31.83,68.8,0.0,39.0,6.23,37623,Healthy
Potato,summer,30.92,67.52,22.22,53.63,5.7,0,Healthy
Potato,summer,28.76,74.73,0.0,45.18,6.01,76,Healthy
Tomato,summer,33.17,73.53,0.0,27.07,7.28,0,Fusarium Wilt
Potato,summer,31.31,65.78,0.0,35.97,5.94,28098,Healthy
Tomato,summer,28.31,67.23,0.0,48.72,6.88,33520,Healthy
Tomato,summer,29.88,70.94,4.3,47.05,6.74,32907,Anthracnose
Potato,summer,35.05,70.63,0.0,42.34,5.78,39516,Common Scab
Tomato,summer,32.48,58.44,0.0,42.93,6.37,25469,Healthy
Potato,summer,31.46,71.57,0.0,48.16,5.57,17921,Healthy
Potato,summer,32.65,57.3,4.68,53.61,5.66,10,Healthy
Tomato,summer,33.27,75.26,0.0,26.6,7.06,63,Fusarium Wilt
Tomato,summer,30.64,73.39,0.0,30.53,6.78,16596,Fusarium Wilt
Potato,summer,24.02,69.0,0.0,55.13,5.5,38290,Healthy
Potato,summer,29.85,71.31,0.0,28.35,6.12,39395,Verticillium Wilt
Potato,winter,21.76,49.05,0.0,47.91,5.78,30970,Verticillium Wilt
Tomato,winter,18.86,49.31,0.0,40.54,6.9,0,Verticillium Wilt
Tomato,winter,22.85,42.64,0.0,55.22,6.31,69,Verticillium Wilt
Tomato,winter,20.92,47.54,0.0,52.24,6.63,48423,Early Blight
Tomato,winter,22.67,49.66,6.64,65.43,6.98,44562,Early Blight
Tomato,winter,20.53,42.55,0.0,51.79,6.44,69,Verticillium Wilt
Tomato,winter,25.05,49.47,0.0,42.32,6.38,7,Verticillium Wilt
Tomato,winter,18.78,49.6,12.3,71.72,6.22,25263,Early Blight
Tomato,winter,17.19,49.69,0.0,74.96,6.65,29117,Verticillium Wilt
Potato,winter,23.72,46.37,0.0,46.14,6.03,12506,Verticillium Wilt
Potato,winter,25.59,49.1,0.0,46.43,5.81,8354,Verticillium Wilt
Tomato,winter,19.5,49.73,0.0,50.73,7.11,90,Verticillium Wilt
Potato,winter,26.9,57.61,0.0,26.7,6.15,73,Verticillium Wilt
Tomato,winter,20.12,56.94,0.0,32.47,6.08,29,Verticillium Wilt
Potato,winter,21.23,49.81,0.0,40.89,6.03,33,Verticillium Wilt
Tomato,winter,21.83,47.37,0.0,53.16,6.1,41,Verticillium Wilt
Potato,winter,25.61,55.81,0.0,31.49,5.99,83,Verticillium Wilt
Potato,winter,21.45,66.99,0.0,33.67,6.15,81,Verticillium Wilt
Tomato,winter,22.51,48.4,0.0,49.74,6.04,33895,Verticillium Wilt
Tomato,winter,17.92,46.88,0.0,49.49,6.26,44540,Verticillium Wilt
Tomato,winter,22.47,49.3,0.0,66.72,7.21,18713,Verticillium Wilt
Potato,winter,20.43,58.88,0.0,22.98,6.44,39,Verticillium Wilt
Potato,winter,22.63,55.09,0.0,32.32,6.12,13,Verticillium Wilt
Potato,winter,23.15,59.81,0.0,32.76,5.61,66,Verticillium Wilt
Tomato,winter,20.93,42.35,0.0,50.42,6.39,13323,Verticillium Wilt
Tomato,winter,25.15,46.24,0.0,49.33,6.9,12172,Verticillium Wilt
Potato,winter,23.0,58.64,0.0,34.7,5.89,79,Verticillium Wilt
Potato,winter,26.42,48.63,0.0,47.52,5.94,85,Verticillium Wilt
Tomato,winter,22.21,46.86,0.83,55.47,6.76,454,Verticillium Wilt
Potato,winter,25.09,49.96,0.0,47.24,6.43,4,Common Scab
Tomato,winter,24.08,43.16,0.0,52.67,6.2,35794,Verticillium Wilt
Potato,winter,22.93,69.11,0.0,33.55,6.06,8,Verticillium Wilt
Tomato,winter,21.81,48.79,0.0,45.98,6.61,13,Verticillium Wilt
Tomato,winter,20.09,47.6,0.0,49.75,6.07,20171,Verticillium Wilt
Potato,winter,25.01,68.85,1.69,33.19,6.08,42,Verticillium Wilt
Tomato,winter,23.12,49.89,0.0,62.84,5.84,29671,Verticillium Wilt
Potato,winter,24.22,54.11,0.0,32.39,5.74,3018,Verticillium Wilt
Tomato,winter,21.46,48.73,0.0,40.43,6.26,64,Verticillium Wilt
Tomato,winter,24.16,45.19,0.0,50.62,6.06,62,Verticillium Wilt
Tomato,winter,19.13,47.1,0.0,64.69,6.41,39905,Verticillium Wilt
Tomato,winter,23.24,44.26,0.0,41.58,6.34,45,Verticillium Wilt
Potato,winter,24.89,59.91,0.0,30.18,5.5,14,Verticillium Wilt
Potato,winter,25.86,49.0,0.0,42.77,6.02,35,Verticillium Wilt
Potato,winter,26.11,49.59,0.0,49.4,5.53,33591,Verticillium Wilt
Tomato,winter,19.39,49.9,0.0,60.2,6.64,13997,Verticillium Wilt
Tomato,winter,25.99,46.57,0.0,62.56,6.03,56,Verticillium Wilt
Potato,winter,27.03,60.37,0.0,20.17,6.21,49,Verticillium Wilt
Tomato,summer,35.63,64.74,0.0,47.06,6.56,31357,Anthracnose
Tomato,summer,34.97,70.93,0.0,29.31,6.81,89,Fusarium Wilt
Potato,summer,35.34,64.27,0.0,39.67,5.74,76,Common Scab
Potato,summer,33.89,71.1,7.62,22.4,5.82,98,Early Blight
Tomato,summer,30.33,63.62,2.49,24.48,6.13,20,Fusarium Wilt
Potato,summer,32.9,74.68,12.59,23.19,5.76,19318,Early Blight
Tomato,summer,35.17,69.14,3.52,30.96,6.02,34780,Anthracnose
Potato,summer,34.55,68.22,5.66,31.28,6.09,19048,Common Scab
Potato,summer,38.47,71.54,1.19,27.34,5.5,34455,Verticillium Wilt
Potato,summer,32.82,85.25,0.0,32.4,6.25,23,Early Blight
Tomato,summer,36.51,61.84,0.0,30.88,6.39,43,Fusarium Wilt
Tomato,summer,36.47,62.6,0.0,44.07,7.33,28825,Anthracnose
Potato,summer,32.28,69.28,0.0,27.84,5.5,37237,Verticillium Wilt
Potato,summer,35.05,75.49,0.0,46.53,5.94,32469,Common Scab
Potato,summer,34.59,70.59,6.92,34.54,6.41,30065,Common Scab
Potato,summer,31.02,67.18,0.0,32.77,6.19,0,Verticillium Wilt
Tomato,summer,29.59,72.93,0.0,26.75,7.19,26,Fusarium Wilt
Potato,summer,35.24,78.55,0.0,54.95,6.08,3,Early Blight
Potato,summer,35.28,68.07,5.77,37.34,5.53,756,Early Blight
Tomato,summer,34.7,69.72,0.0,29.31,7.07,27938,Fusarium Wilt
Potato,summer,32.71,76.86,0.0,22.91,5.81,31791,Verticillium Wilt
Potato,summer,34.98,71.15,0.0,23.62,6.07,38626,Common Scab
Tomato,summer,35.15,65.13,0.0,39.15,6.92,35,Fusarium Wilt
Tomato,summer,36.02,68.82,7.58,30.44,6.26,23980,Anthracnose
Potato,summer,34.99,66.68,0.0,25.06,5.5,76,Verticillium Wilt
Tomato,summer,35.06,49.81,0.0,57.49,6.36,43183,Early Blight
Tomato,summer,35.11,67.86,0.0,36.65,6.53,35551,Anthracnose
Tomato,summer,31.4,79.58,0.0,31.44,6.54,33907,Anthracnose
Potato,summer,29.84,81.11,0.0,28.67,5.5,13224,Early Blight
Potato,summer,35.38,59.17,0.0,33.53,5.69,19070,Common Scab
Tomato,summer,36.28,67.32,0.0,32.91,6.36,0,Fusarium Wilt
Tomato,summer,36.92,75.37,0.0,46.04,6.73,45,Anthracnose
Potato,summer,30.05,70.95,0.0,25.33,5.5,38,Verticillium Wilt
Potato,summer,37.7,64.79,0.0,39.92,5.5,9758,Common Scab
Tomato,summer,34.99,71.22,0.0,27.04,6.99,0,Fusarium Wilt
Potato,summer,35.14,69.48,3.78,40.39,5.5,78,Early Blight
Potato,summer,33.07,74.63,0.0,26.92,6.11,39,Early Blight
Potato,summer,34.01,69.76,0.0,27.25,5.69,44,Verticillium Wilt
Tomato,summer,34.39,63.67,0.0,34.66,6.44,68,Fusarium Wilt
Tomato,summer,34.08,60.48,19.11,33.08,6.11,10582,Anthracnose
Potato,summer,34.51,69.41,22.98,32.46,5.5,16428,Early Blight
Potato,summer,31.62,77.72,0.0,31.94,5.76,12345,Early Blight
